#separator:Tab
#html:true
#tags column:5
#columns:Id	Front	Back	Source	Tags
a2b347bb1f4f	结合 LEGO 项目实战：多标签页登录状态同步	<p>在 LEGO 项目中，我们利用 <code>localStorage</code> 实现了<strong>多标签页登录状态同步</strong>。</p><ol><li><strong>场景</strong>：</li></ol><ul><li>用户打开了两个 LEGO 标签页 A 和 B。</li><li>用户在 A 标签页进行登录操作。</li><li><strong>期望</strong>：B 标签页由于检测到登录态变化，应自动刷新或获取用户信息，保持状态一致。</li><li>同样，用户在 A 标签页退出登录，B 标签页也应自动退出。</li></ul><ol><li><strong>实现原理</strong>：</li></ol><ul><li>基于 <code>localStorage.setItem</code> 设置数据时，其他页面会触发 <code>window.addEventListener('storage', callback)</code> 事件。</li></ul><ol><li><strong>代码示意</strong>：</li></ol><pre><code class="language-typescript">    // src/App.vue 或 main.ts 全局逻辑&#10;    window.addEventListener('storage', (e) =&gt; {&#10;      // 监听 token 变化&#10;      if (e.key === 'token') {&#10;        const newToken = e.newValue&#10;        const oldToken = e.oldValue&#10;        &#10;        // 场景1：用户在其他页面登录了&#10;        if (!oldToken &amp;&amp; newToken) {&#10;           store.commit('login', { data: { token: newToken } })&#10;           store.dispatch('fetchCurrentUser') // 重新拉取用户信息&#10;           message.success('检测到已在其他页面登录，正在同步状态...')&#10;        }&#10;        &#10;        // 场景2：用户在其他页面退出了&#10;        else if (oldToken &amp;&amp; !newToken) {&#10;           store.commit('logout')&#10;           router.push('/login')&#10;           message.warning('您已退出登录')&#10;        }&#10;      }&#10;    })</code></pre><ol><li><strong>项目位置</strong>：</li></ol><ul><li>我们在 <code>src/store/user.ts</code> 中通过 <code>localStorage.setItem('token', token)</code> 存储 Token，这正是触发 <code>storage</code> 事件的源头。</li></ul><pre><code class="language-typescript">    // src/store/user.ts&#10;    login(state, rawData) {&#10;      const { token } = rawData.data&#10;      state.token = token&#10;      localStorage.setItem('token', token) // 触发 storage 事件&#10;      // ...&#10;    }</code></pre>	HTML.md / 浏览器渲染机制 / 结合 LEGO 项目实战：多标签页登录状态同步	baguwen 前端 八股 HTML 标签 语义化 HTML 浏览器渲染机制
dce751e5ef01	什么是 DOM 和 BOM?	<p>DOM(Document Object Model)和 BOM(Browser Object Model)是JavaScript 中常用的两个概念，用于描述浏览器中的不同对象模型。</p><ol><li>DOM(Document Object Model):</li></ol><p><em><strong>DOM 是表示 HTML 和 XML 文档的标准的对象模型</strong>。它将文档中的每个组件(如元素、属性、文本等)都看作是一个对象，开发者可以使用 JavaScript 来操作这些对象，从而动态地改变页面的内容、结构和样式。<br></em><strong>DOM 以树状结构组织文档的内容</strong>，其中树的根节点是 document对象，它代表整个文档。document 对象有各种方法和属性，可以用来访问和修改文档的内容和结构。</p><ol><li>BOM(Browser Object Model):</li></ol><p><em><strong>BOM 是表示浏览器窗口及其各个组件的对象模型</strong>。它提供了一组对象，用于访问和控制浏览器窗口及其名。<br></em><strong>BOM 的核心对象是 window 对象</strong>，它表示浏览器窗口，并且是 JavaScript 中的全局对象。window 对象提供了许多属性和方法，用于控制浏览器窗口的各个方面，如页面导航、定时器、对话框等</p><ul><li>BOM 还提供了其他一些对象，如 navigator(提供浏览器相关信息)、location(提供当前文档的。URL信息)、history(提供浏览器历史记录)、screen(提供屏幕信息)等。</li></ul><p>总的来说，<strong>DOM 是用于访问和操作网页文档的对象模型，而 BOM 是用于控制浏览器窗口及其各个组件的对象模型</strong>。在 JavaScript 编程中，开发者通常会同时使用 DOM 和 BOM 来完成各种任务，如操作网页元素、导航控制,事件处理等。</p>	HTML.md / 浏览器渲染机制 / 什么是 DOM 和 BOM?	baguwen 前端 八股 HTML 标签 语义化 HTML 浏览器渲染机制
20fe94c44072	结合 LEGO 项目实战：DOM 与 BOM 的应用	<p>尽管 Vue 帮我们也屏蔽了大部分直接操作 DOM 的细节，但在 LEGO 项目中，我们依然频繁使用了 DOM 和 BOM API 解决特定问题：</p><ol><li><strong>DOM 操作：点击外部关闭菜单</strong></li></ol><ul><li><strong>场景</strong>：用户点击下拉菜单以外的区域时，菜单应自动关闭。</li><li><strong>代码</strong>：<code>src/hooks/useClickOutside.ts</code></li><li><strong>核心逻辑</strong>：</li></ul><pre><code class="language-typescript">        const handler = (e: MouseEvent) =&gt; {&#10;           // 使用 DOM API: node.contains(otherNode) 判断包含关系&#10;           if (elementRef.value.contains(e.target as HTMLElement)) {&#10;              isClickOutside.value = false&#10;           } else {&#10;              isClickOutside.value = true&#10;           }&#10;        }&#10;        document.addEventListener('click', handler) // 绑定到 document</code></pre><ul><li><strong>解析</strong>：这里使用了标准的 DOM API <code>contains</code> 来判断点击事件的 <code>target</code> 是否在目标元素内部。</li></ul><ol><li><strong>DOM 操作：获取截图区域</strong></li></ol><ul><li><strong>场景</strong>：发布作品时，需要将画布生成一张图片作为封面。</li><li><strong>代码</strong>：<code>src/views/Editor.vue</code></li><li><strong>核心逻辑</strong>：</li></ul><pre><code class="language-typescript">        // 获取真实的 DOM 节点传递给 html2canvas 库&#10;        const el = document.getElementById('canvas-area') as HTMLElement&#10;        await publishWork(el)</code></pre><ol><li><strong>BOM 操作：定时与存储</strong></li></ol><ul><li><strong>场景</strong>：自动保存功能。</li><li><strong>代码</strong>：<code>src/hooks/useSaveWork.ts</code></li><li><strong>核心逻辑</strong>：</li></ul><pre><code class="language-typescript">        // 使用 BOM API: window.setInterval&#10;        timer = window.setInterval(() =&gt; {&#10;           // ...&#10;        }, 1000 * 50)</code></pre><ul><li><strong>其他 BOM 应用</strong>：<code>localStorage</code> (Storage API) 用于 Token 存储；<code>navigator.clipboard</code> (Navigator API) 用于复制文本。</li></ul>	HTML.md / 浏览器渲染机制 / 结合 LEGO 项目实战：DOM 与 BOM 的应用	baguwen 前端 八股 HTML 标签 语义化 HTML 浏览器渲染机制
26e19953f14a	页面导入样式时，使用 link 和 @import 有什么区别？（必背）	<ol><li>从属关系区别:</li></ol><pre><code class="">&#10;- link是html提供的标签，不仅可以加载css还可以定义rss，rel连接属性，引入网站图标；&#10;- @import 是 **CSS 提供**的语法规则，只有导入样式表的作用；&#10;</code></pre><ol><li>加载顺序：</li></ol><pre><code class="">&#10;- link 标签引入的 CSS **被同时加载**&#10;- @import 引入的 CSS 将在**页面加载完毕**后被加载&#10;</code></pre><ol><li>兼容性</li></ol><pre><code class="">&#10;- link全兼容&#10;- @import 只可在 IE5+ 才能识别&#10;</code></pre><ol><li>dom操作</li></ol><pre><code class="">&#10;- link支持使用JS控制DOM改变样式&#10;- @import不支持&#10;</code></pre><ol><li>权重</li></ol><pre><code class="">&#10;- link的权重更高&#10;</code></pre>	HTML.md / 资源加载与性能优化 / 页面导入样式时，使用 link 和 @import 有什么区别？（必背）	baguwen 前端 八股 HTML 标签 语义化 HTML 资源加载与性能优化
1fed4a06aa9a	结合 LEGO 项目实战：工程化中的样式引入	<p>在 LEGO 这样的现代工程化项目中（基于 Webpack/Vue CLI），我们几乎看不到 CSS 中的 <code>@import</code> 语法，而是通过 JS 模块化引入样式。</p><ol><li><strong>实战代码</strong>：</li></ol><ul><li><strong>位置</strong>：<code>src/main.ts</code></li><li><strong>代码</strong>：</li></ul><pre><code class="language-typescript">        import 'ant-design-vue/dist/antd.less'&#10;        import 'lego-bricks/dist/bundle.css'&#10;        import 'cropperjs/dist/cropper.css'</code></pre><ol><li><strong>原理分析</strong>：</li></ol><ul><li><strong>Webpack 机制</strong>：这些 <code>import</code> 语句在构建时会被 Webpack 的 <code>css-loader</code> 和 <code>style-loader</code>（或 <code>MiniCssExtractPlugin</code>）处理。</li><li><strong>最终产物</strong>：</li><li>在<strong>开发环境</strong>，样式会被转换成 <code>&lt;style&gt;</code> 标签插入到 <code>&lt;head&gt;</code> 中（类似 CSS-in-JS 但实际上是注入）。</li><li>在<strong>生产环境</strong>，样式会被提取成单独的 <code>.css</code> 文件，并通过 <code>&lt;link rel="stylesheet"&gt;</code> 标签自动注入到 <code>dist/index.html</code> 中。</li></ul><ol><li><strong>结论</strong>：在现代项目实战中，我们通过 <strong>Webpack/Vite 自动构建机制</strong> 最终生成的是性能更好、兼容性更强的 <code>&lt;link&gt;</code> 标签引入方式，彻底摒弃了运行时 <code>@import</code>。</li></ol>	HTML.md / 资源加载与性能优化 / 结合 LEGO 项目实战：工程化中的样式引入	baguwen 前端 八股 HTML 标签 语义化 HTML 资源加载与性能优化
127100beae9a	script标签中defer和async的区别（必背）	<p>如果没有defer或async属性，浏览器会<strong>立即加载并执行相应</strong>的<strong>脚本</strong>。它不会等待后续加载的文档元素，读取到就会开始加载和执行，这样就阻塞了后续文档的加载。</p><p>下图可以直观的看出三者之间的区别:</p><p><img src="1603547262709-5029c4e4-42f5-4fd4-bcbb-c0e0e3a40f5a-961610.png" alt="1603547262709-5029c4e4-42f5-4fd4-bcbb-c0e0e3a40f5a.png"></p><p>其中蓝色代表js脚本网络加载时间，红色代表js脚本执行时间，绿色代表html解析。</p><p><strong>defer 和 async属性都是去异步加载外部的JS脚本文件，它们都不会阻塞页面的解析</strong>，其区别如下：</p><p>*<strong>执行顺序：</strong>多个带async属性的标签，不能保证加载的顺序；多个带defer属性的标签，按照加载顺序执行；</p><ul><li>defer 和 async 的共同点是都是可以并行加载JS文件，不会阻塞页面的加载，不同点是 defer的加载完成之后，JS会等待整个页面全部加载完成了再执行，而带async属性的JS是加载完成之后，会马上执行</li><li>JS脚本的执行需要等待文档所有元 素解析完之后，load和DOMContentLoaded事件之前执行</li></ul>	HTML.md / 资源加载与性能优化 / script标签中defer和async的区别（必背）	baguwen 前端 八股 HTML 标签 语义化 HTML 资源加载与性能优化
52e499f7d181	结合 LEGO 项目实战：工程化中的脚本加载	<p>在 LEGO 项目中，我们打开 <code>public/index.html</code>，不仅看不到 <code>&lt;script&gt;</code> 标签，也看不到 <code>defer</code> 或 <code>async</code> 属性：</p><pre><code class="language-html">&lt;!-- public/index.html --&gt;&#10;&lt;body&gt;&#10;  &lt;div id="app"&gt;&lt;/div&gt;&#10;  &lt;!-- built files will be auto injected --&gt;&#10;&lt;/body&gt;&#10;</code></pre><p>这是因为脚手架（Vue CLI / Webpack）在构建阶段（<code>npm run build</code>）会自动处理脚本注入，其默认行为通常符合最佳实践：</p><ol><li><strong>自动注入</strong>：<code>html-webpack-plugin</code> 会将构建好的 JS 文件（如 <code>app.js</code>, <code>chunk-vendors.js</code>）自动插入到 HTML 中。</li><li><strong>默认策略 (defer)</strong>：在现代 Vue CLI 配置中，默认生成的 Script 标签通常带有 <code>defer</code> 属性（或者直接注入到 <code>&lt;body&gt;</code> 底部），确保 JS 的下载和执行不会阻塞 HTML 的解析，且严格按照依赖顺序执行（先 vendor 后 app）。</li><li><strong>预加载优化</strong>：Webpack 还会自动生成 <code>&lt;link rel="preload" as="script"&gt;</code> (在 <code>vue.config.js</code> 中可见相关插件配置，虽本项目的 <code>chainWebpack</code> 中未显式修改，但这是 Vue CLI 的默认预设)，进一步提升核心脚本的加载优先级。</li></ol>	HTML.md / 资源加载与性能优化 / 结合 LEGO 项目实战：工程化中的脚本加载	baguwen 前端 八股 HTML 标签 语义化 HTML 资源加载与性能优化
cea111db9281	上传图片后，怎么通过浏览器预览上传图片	<ol><li>window.URL.createObjectURL(img.files[0])</li></ol><ol><li>FileReader</li></ol><ul><li>创造FileReader对象</li><li>readAsDataURL读取文件</li><li>onload事件监听，拿到完整数据</li><li>FileReader的result拿到读取的结果</li></ul><pre><code class="language-javascript">// HTML: &lt;input type="file" id="uploader"&gt;&#10;document.getElementById('uploader').addEventListener('change', (e) =&gt; {&#10;  const reader = new FileReader();&#10;  reader.onload = (e) =&gt; {&#10;    document.getElementById('preview').src = e.target.result;&#10;  };&#10;  reader.readAsDataURL(e.target.files[0]);&#10;});&#10;</code></pre>	HTML.md / 资源加载与性能优化 / 上传图片后，怎么通过浏览器预览上传图片	baguwen 前端 八股 HTML 标签 语义化 HTML 资源加载与性能优化
31e125dee87a	结合 LEGO 项目实战：两种预览方式的实战对决	<p>在 LEGO 项目中，我们同时使用到了 <code>readAsDataURL</code> 和 <code>createObjectURL</code>，它们各有适应场景：</p><ol><li><strong>场景一：Uploader 组件的本地快速预览</strong></li></ol><ul><li><strong>代码</strong>：<code>src/components/Uploader.vue</code> (第 147-152 行)</li><li><strong>方式</strong>：<code>URL.createObjectURL(file)</code></li><li><strong>理由</strong>：<code>createObjectURL</code> 生成的是一个浏览器内部的 blob URL（如 <code>blob:http://...</code>），转换速度极快，不需要像 FileReader 那样进行 Base64 编码（大文件的 Base64 转换可能会卡顿主线程）。适合用于上传列表中的<strong>缩略图快速展示</strong>。</li><li><strong>注意</strong>：代码中应补充 <code>URL.revokeObjectURL(url)</code> 来释放内存（Todo Item）。</li></ul><ol><li><strong>场景二：获取图片真实尺寸</strong></li></ol><ul><li><strong>代码</strong>：<code>src/helper.ts</code> 中的 <code>getImageDimensions</code> 方法</li><li><strong>方式</strong>：<code>URL.createObjectURL(file)</code> + <code>new Image()</code></li><li><strong>逻辑</strong>：</li></ul><pre><code class="language-typescript">        export const getImageDimensions = (url: string | File) =&gt; {&#10;          return new Promise&lt;{ width: number; height: number }&gt;((resolve, reject) =&gt; {&#10;            const img = new Image()&#10;            // 如果是 File 对象，创建 blob url&#10;            img.src = typeof url === 'string' ? url : URL.createObjectURL(url)&#10;            img.addEventListener('load', () =&gt; {&#10;               // ... 获取 naturalWidth&#10;            })&#10;          })&#10;        }</code></pre><ol><li><strong>对比总结</strong>：</li></ol><ul><li><strong>性能</strong>：<code>createObjectURL</code> &gt; <code>FileReader</code> (Base64)。</li><li><strong>用途</strong>：</li><li><code>blob url</code> 适合短期、页内预览，刷新失效。</li><li><code>base64</code> (FileReader) 适合需要将图片作为字符串传输、存储或嵌入到 HTML 字符串中的场景（例如富文本编辑器插入图片）。</li></ul>	HTML.md / 资源加载与性能优化 / 结合 LEGO 项目实战：两种预览方式的实战对决	baguwen 前端 八股 HTML 标签 语义化 HTML 资源加载与性能优化
0473a7280ea0	页面统计数据中，常用的 PV、UV 指标分别是什么?	<ol><li>PV(页面访问量)</li></ol><p>即页面浏览量或点击量，用户每1次对网站中的每个网页访问均被记录1个PV。</p><p>用户对同一页面的多次访问，访问量累计，用以衡量网站用户访问的网页数量。</p><ol><li>UV(独立访客)</li></ol><p>是指通过互联网访问、浏览这个网页的自然人。访问您网站的一台电脑客户端为一个访客。</p><p>00:00-24:00内相同的客户端只被计算一次。</p>	HTML.md / 资源加载与性能优化 / 页面统计数据中，常用的 PV、UV 指标分别是什么?	baguwen 前端 八股 HTML 标签 语义化 HTML 资源加载与性能优化
7cd89d15609a	使用input标签上传图片时，怎样触发默认拍照功能?	<p>capture属性用于指定文件上传控件中媒体拍摄的方式。</p><p>可选值：</p><ul><li>user (前置)</li><li>environment (后置)</li><li>camera (相机)</li><li>camcorder (摄像机)</li><li>microphone (录音)</li></ul><p>示例代码如下：</p><pre><code class="language-html">&lt;input type='file' accept='image/*;' capture='camera'&gt;&#10;</code></pre>	HTML.md / 资源加载与性能优化 / 使用input标签上传图片时，怎样触发默认拍照功能?	baguwen 前端 八股 HTML 标签 语义化 HTML 资源加载与性能优化
a24eee07d6fb	input上传文件可以同时选择多张吗?怎么设置?	<p>可以，通过给input标签设置multiple属性</p><pre><code class="language-html">&lt;input type="file" name="files" multiple/&gt;&#10;</code></pre>	HTML.md / 资源加载与性能优化 / input上传文件可以同时选择多张吗?怎么设置?	baguwen 前端 八股 HTML 标签 语义化 HTML 资源加载与性能优化
968cf0827340	如何禁止input展示输入的历史记录?	<p>在输入input时会提示原来输入过的内容，还会出现下拉的历史记录，禁止这种情况只需在input中加入:</p><p>autocomplete="off"</p><pre><code class="language-html">&lt;input type="text" autocomplete="off"/&gt;&#10;</code></pre><p>autocomplete 属性是用来规定输入字段是否启用自动完成的功能。</p>	HTML.md / 资源加载与性能优化 / 如何禁止input展示输入的历史记录?	baguwen 前端 八股 HTML 标签 语义化 HTML 资源加载与性能优化
2a1194ab09de	preload、prefetch、preconnect 和 prerender	<p>| <strong>特性</strong>     | <code>preload</code>                                          | <code>prefetch</code>                                    | <code>preconnect</code>                                             | <code>prerender</code>                                              |<br>| :----------- | :------------------------------------------------- | :-------------------------------------------- | :------------------------------------------------------- | :------------------------------------------------------- |<br>| <strong>核心目的</strong> | <strong>当前页面</strong>关键资源高优先级加载                   | <strong>未来页面/资源</strong>低优先级预获取               | <strong>提前建立连接</strong>（DNS, TCP, TLS）                        | <strong>后台预渲染</strong>整个未来页面                               |<br>| <strong>加载时机</strong> | 立即，<strong>高优先级</strong>                                 | 浏览器<strong>空闲时</strong>，低优先级                    | 立即                                                     | 浏览器空闲时                                             |<br>| <strong>适用场景</strong> | 当前页字体、首屏关键脚本/样式                      | 用户可能访问的下一页资源                      | 静态资源域名、第三方域名                                 | 确定用户下一步访问的页面                                 |<br>| <strong>语法示例</strong> | <code>&lt;link rel="preload" href="font.woff2" as="font"&gt;</code> | <code>&lt;link rel="prefetch" href="next-page.html"&gt;</code> | <code>&lt;link rel="preconnect" href="https://cdn.example.com"&gt;</code> | <code>&lt;link rel="prerender" href="https://example.com/next"&gt;</code> |<br>| <strong>注意点</strong>   | 需配合 <code>as</code>属性，否则可能重复加载                  | 可能浪费带宽；注意预测准确性                  | 每个预连接都有开销，<strong>慎用于过多域名</strong>                   | <strong>开销巨大</strong>；兼容性与统计问题；需谨慎使用               |</p>	HTML.md / 资源加载与性能优化 / preload、prefetch、preconnect 和 prerender	baguwen 前端 八股 HTML 标签 语义化 HTML 资源加载与性能优化
79bc97fe8ce3	结合 LEGO 项目实战：构建工具的默认优化	<p>在 LEGO 项目中，我们通过 Vue Router 使用了路由懒加载（Lazy Loading），这与 Webpack 的 <code>prefetch</code> 机制紧密配合：</p><ol><li><strong>代码位置</strong>：<code>src/routes/index.ts</code></li></ol><pre><code class="language-typescript">    {&#10;      path: '/editor/:id',&#10;      name: 'editor',&#10;      // 魔法注释 webpackChunkName 自定义包名&#10;      component: () =&gt; import(/* webpackChunkName: "editor" */ '../views/Editor.vue'),&#10;    }</code></pre><ol><li><strong>构建产物与 Prefetch</strong>：</li></ol><ul><li>当 Vue CLI / Webpack 构建时，会分离出名为 <code>editor.js</code> 的 Chunk。</li><li>因为这是动态引入的模块，Weppack 默认会自动 inject 一个 <code>prefetch</code> 标签到 <code>index.html</code>：</li></ul><pre><code class="language-html">        &lt;link href="/js/editor.js" rel="prefetch"&gt;</code></pre><ul><li><strong>效果</strong>：当用户访问首页（Home）时，浏览器会在网络空闲时默默下载 <code>editor.js</code>。当用户点击“创建设计”跳转到编辑器时，资源已在本地缓存中，实现<strong>秒开</strong>体验。</li></ul><ol><li><strong>Preload 的应用</strong>：</li></ol><ul><li>对于 <code>app.js</code> 和 <code>chunk-vendors.js</code> 等首屏必须的资源，构建工具会自动注入 <code>preload</code>：</li></ul><pre><code class="language-html">        &lt;link href="/js/app.js" rel="preload" as="script"&gt;</code></pre><ul><li>这确保了核心 JS 拥有最高的下载优先级，避免首屏白屏时间过长。</li></ul>	HTML.md / 资源加载与性能优化 / 结合 LEGO 项目实战：构建工具的默认优化	baguwen 前端 八股 HTML 标签 语义化 HTML 资源加载与性能优化
edebd4fc1552	meta标签（选背）	<p>表示网页的基础配置</p><p>使用 <code>name</code> 和 <code>content</code> 属性进行定义</p><p>name 和 content 一起使用，前者表示元数据的名称，后者是元数据的值</p><p>常用的meta标签：</p><ol><li>charset，用来描述HTML文档的编码类型：&lt;meta charset="UTF-8"&gt;</li><li>keywords，页面关键词：&lt;meta name="keywords" content="关键词"/&gt;</li><li>description，页面描述：&lt;meta name="description" content="页面描述内容"/&gt;</li><li>refresh，页面重定向和刷新：&lt;meta http-equiv="refresh"content="0;url="/&gt;</li><li>viewport，适配移动端，可以控制视口的大小和比例：\ &lt;meta name="viewport" content="width=device-width, initial-scale=1, maximum-scale=1"&gt;</li></ol><p>其中，content 参数有以下几种：</p><pre><code class="">&#10;- width viewport ：宽度(数值/device-width)&#10;- height viewport ：高度(数值/device-height)&#10;- initial-scale ：初始缩放比例&#10;- maximum-scale ：最大缩放比例&#10;- minimum-scale ：最小缩放比例&#10;- user-scalable ：是否允许用户缩放(yes/no）&#10;</code></pre><ol><li>搜索引擎索引方式：\ &lt;meta name="robots" content="index,follow"/&gt;</li></ol><p>其中，content 参数有以下几种：</p><pre><code class="">&#10;- all：文件将被检索，且页面上的链接可以被查询；&#10;- none：文件将不被检索，且页面上的链接不可以被查询；&#10;- index：文件将被检索；&#10;- follow：页面上的链接可以被查询；&#10;- noindex：文件将不被检索；&#10;- nofollow：页面上的链接不可以被查询。&#10;</code></pre>	HTML.md / 移动适配与响应式 / meta标签（选背）	baguwen 前端 八股 HTML 标签 语义化 HTML 移动适配与响应式
c4606fed76ff	mete标签中的viewport有什么用	<p><strong>什么是Viewport?</strong></p><p>viewport是用户网页的可视区域</p><p>viewport翻译为中文可以叫做“视区”</p><p>手机浏览器是把页面放在一个虚拟的“窗口”（viewport）中，通常这个虚拟的“窗口”（viewport）比屏幕宽，这样就不用把每个网页挤到很小的窗口中（这样会破坏没有针对手机浏览器优化的网页的布局），用户可以通过平移和缩放来看网页的不同部分。</p><p><strong>设置Viewport</strong></p><p>一个常用的针对移动网页优化过的页面的viewport meta标签大致如下：</p><pre><code class="language-html">&lt;meta name="viewport" content="width=device-width, initial-scale=1.0"&gt;&#10;</code></pre><p><em><strong>width</strong>：控制viewport的大小，可以指定的一个值，如600，或者特殊的值，如<code>device-width</code>为设备的宽度（单位为缩放为100%时的CSS的像素）<br></em><strong>height</strong>：和width相对应，指定高度<br><em><strong>initial-scale</strong>：初始缩放比例，也即是当页面第一次load的时候缩放比例<br></em><strong>maximum-scale</strong>：允许用户缩放到的最大比例<br><em><strong>minimum-scale</strong>：允许用户缩放到的最小比例<br></em><strong>user-scalable</strong>：用户是否可以手动缩放</p>	HTML.md / 移动适配与响应式 / mete标签中的viewport有什么用	baguwen 前端 八股 HTML 标签 语义化 HTML 移动适配与响应式
99523f0459cf	结合 LEGO 项目实战：移动端适配的核心配置	<p>在 LEGO 项目的入口文件 <code>public/index.html</code> 中，我们配置了标准的 Viewport Meta 标签，这是 H5 页面在移动端正常显示的基础：</p><ol><li><strong>代码位置</strong>：<code>public/index.html</code> (第 6 行)</li></ol><pre><code class="language-html">    &lt;meta name="viewport" content="width=device-width,initial-scale=1.0"&gt;</code></pre><ol><li><strong>配置解析</strong>：</li></ol><ul><li><code>width=device-width</code>：让视口宽度等于设备屏幕宽度，防止移动端浏览器默认将页面渲染成 980px 宽的桌面模式。</li><li><code>initial-scale=1.0</code>：设置初始缩放比例为 1:1，即不进行默认缩放。</li></ul><ol><li><strong>项目意义</strong>：</li></ol><ul><li><strong>编辑器端（PC）</strong>：虽然编辑器主要在 PC 端使用，但这个标签保证了在如 iPad 等平板设备上访问时，布局比例也是 1:1 的，不会出现意外缩放。</li><li><strong>H5 作品端（Mobile）</strong>：LEGO 生成的 H5 作品页面（虽然通常是独立的 SPA），也<strong>必须</strong>包含此标签。如果缺少它，用户在手机上打开海报时，文字和图片会变得极小（因为浏览器会尝试模拟桌面显示器宽度），彻底破坏用户体验。这是移动端开发的<strong>第一条军规</strong>。</li></ul>	HTML.md / 移动适配与响应式 / 结合 LEGO 项目实战：移动端适配的核心配置	baguwen 前端 八股 HTML 标签 语义化 HTML 移动适配与响应式
c21b8ea5c74a	img标签title、alt、srcset	<p>alt：图片加载失败时，显示alt的内容，利于SEO，且长度必须少于100个英文字符，尽可能的短</p><p>title：鼠标移动到图片上时，显示title的内容，为设置该属性的元素提供建议性的信息</p><p>响应式页面中经常用到根据屏幕密度设置不同的图片。这时就用到了 img 标签的srcset属性。srcset属性用于设置不同屏幕密度下，img 会自动加载不同的图片</p><p>srcset属性用于指定不同分辨率的图像</p>	HTML.md / 移动适配与响应式 / img标签title、alt、srcset	baguwen 前端 八股 HTML 标签 语义化 HTML 移动适配与响应式
3ef089818278	img的srcset	<p>响应式页面中经常用到根据屏幕密度设置不同的图片。这时就用到了img标签的srcset属性。srcset属性用于设置不同屏幕密度下，img会自动加载不同的图片。用法如下：</p><pre><code class="language-html">&lt;img src="image-128.png" srcset="image-256.png 2x"/&gt;&#10;</code></pre><p>使用上面的代码，就能实现在屏幕密度为1x的情况下加载image-128.png，屏幕密度为2x时加载image-256.png</p><p>按照上面的实现，不同的屏幕密度都要设置图片地址，目前的屏幕密度有1x,2x,3x,4x四种，如果每一个图片都设置4张图片，加载就会很慢。所以就有了新的srcset标准。代码如下：</p><pre><code class="language-html">&lt;img src="image-128.png"&#10;  srcset="image-128.png 128w，image-256.png 256w，image-512.png 512w"&#10;  sizes="(max-width: 360px) 340px，128px"/&gt;&#10;</code></pre><p>其中srcset指定图片的地址和对应的图片质量。sizes用来设置图片的尺寸零界点。对于srcset中的w单位，可以理解成图片质量。如果可视区域小于这个质量的值，就可以使用。浏览器会自动选择一个最小的可用图片</p><p>sizes语法如下：</p><pre><code class="language-javascript">sizes="[media query] [length], [media query] [length]..."&#10;</code></pre><p>sizes就是指默认显示128px，如果视区宽度大于360px，则显示340px</p>	HTML.md / 移动适配与响应式 / img的srcset	baguwen 前端 八股 HTML 标签 语义化 HTML 移动适配与响应式
